Unnamed: 0,Unnamed: 0.1,B_110_elel,B_110_elmu,B_110_mumu,B_90_elel,B_90_elmu,B_90_mumu,MA0,MH0,MHC,Mh,Mtr01,Mtr02,Mtr03,O_110_elel,O_110_elmu,O_110_mumu,O_90_elel,O_90_elmu,O_90_mumu,SR,S_110_elel,S_110_elmu,S_110_mumu,S_90_elel,S_90_elmu,S_90_mumu,U_e1_i,U_e1_r,U_e2_i,U_e2_r,U_e3_i,U_e3_r,U_mu1_i,U_mu1_r,U_mu2_i,U_mu2_r,U_mu3_i,U_mu3_r,U_tau1_i,U_tau1_r,U_tau2_i,U_tau2_r,U_tau3_i,U_tau3_r,Unnamed: 0.1.1,Unnamed: 0.1.1,Y1e,Y1mu,Y1tau,Y2e,Y2mu,Y2tau,Y3e,Y3mu,Y3tau,Yukawa_max,dB_110_elel,dB_110_elmu,dB_110_mumu,dB_90_elel,dB_90_elmu,dB_90_mumu,dS_110_stat_elel,dS_110_stat_elmu,dS_110_stat_mumu,dS_110_sys_elel,dS_110_sys_elmu,dS_110_sys_mumu,dS_110_tot_elel,dS_110_tot_elmu,dS_110_tot_mumu,dS_90_stat_elel,dS_90_stat_elmu,dS_90_stat_mumu,dS_90_sys_elel,dS_90_sys_elmu,dS_90_sys_mumu,dS_90_tot_elel,dS_90_tot_elmu,dS_90_tot_mumu,index,la2,laL,level_0,m_nu_1,m_nu_2,m_nu_3,mu_to_e_gamma,r_exp,r_max,r_obs,tau_to_mu_gamma,theta_1_i,theta_1_r,theta_2_i,theta_2_r,theta_3_i,theta_3_r,xsection1,xsection2,xsection_process,xsectionerror1,xsectionerror2,xsectionerror_process,y1e,y1mu,y1tau,y2e,y2mu,y2tau,y3e,y3mu,y3tau,CLdb,CLdbQ
1936,18868.0,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,450.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_elel,4.515,3.474,1.448,5.004,3.862,1.652,0.0,0.794658745239,0.585587780347,0.0758303998542,0.134145175253,0.0431190507491,0.016717001064,-0.525020822421,0.554126486065,0.0592309256818,0.551355634312,0.330932285062,0.019568975484,0.30365805063,-0.576876249331,-0.0893645892321,0.645418687808,0.387390402648,18868.0,18868.0,0.516076399797,0.354064467092,0.779938140313,0.0895396724954,0.596492162088,0.797608768518,0.341495971042,0.785573663962,0.515998566133,2.39756358308e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.175,0.154,0.099,0.0,0.0,0.0,0.175,0.154,0.099,0.184,0.162,0.106,0.0,0.0,0.0,0.184,0.162,0.106,18868.0,0.01,0.001,0.0,3.16280933909e-17,8.69119070473e-12,4.94029820032e-11,3.93017800708e-32,0.0,0.76103,0.0,1.08780548204e-32,0.0,5.23757287379,0.0,0.120694966671,0.0,5.2712019744,1.356e-24,0.0,0.0100479268724,1.162e-27,0.0,1.162e-27,6.76067829871e-07,4.63829766281e-07,1.02173067042e-06,2.69150824927e-07,1.7930192619e-06,2.39756358308e-06,7.40178100451e-07,1.70269775243e-06,1.11840510841e-06,0.958839267132,0.942704466118
1937,105602.0,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,450.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_elel,4.664,3.576,1.339,5.235,3.971,1.537,0.0,0.804147270588,0.571414842797,0.0264923279393,-0.0564770526924,0.151462020705,-0.0640427980423,-0.497913348631,0.577757131426,0.0723920325963,0.301861304654,0.563752304412,-0.0752732204322,0.309292623199,-0.577077554135,0.0268481136759,0.354795124819,0.662610828639,105602.0,105602.0,0.514812453416,0.360976150743,0.777601669495,0.182266599456,0.674569580439,0.715356392206,0.301806918653,0.663181841738,0.684910526012,2.40253972818e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.178,0.156,0.095,0.0,0.0,0.0,0.178,0.156,0.095,0.189,0.164,0.102,0.0,0.0,0.0,0.189,0.164,0.102,105602.0,0.01,0.001,0.0,1.1542197678e-12,8.59711410937e-12,5.14380736262e-11,9.99462261982e-32,0.0,0.78729,0.0,1.04512803496e-31,0.0,5.10016460324,0.0,0.276187238684,0.0,4.39183634749,3.11e-24,0.0,0.0100479268724,2.71e-27,0.0,2.71e-27,8.30036136564e-07,5.82004665129e-07,1.25373324062e-06,6.12146268748e-07,2.26555634937e-06,2.40253972818e-06,4.16342766749e-07,9.14859619782e-07,9.44834348556e-07,0.962284390387,0.947410057873
1938,16335.0,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,450.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_elel,4.623,3.556,1.509,5.086,3.977,1.679,0.0,0.801933876814,0.569917676771,0.112335763832,-0.128309268565,-0.0548935942253,-0.044327847601,-0.39142609609,0.643020892189,0.159471869564,0.311591482248,0.555719584362,-0.052740768085,0.446028162594,-0.469878619923,-0.0536791899502,0.370727995874,0.661188830619,16335.0,16335.0,0.516906366758,0.367417169713,0.773183310351,0.468895284575,0.370005604895,0.802018119777,0.0428233254458,0.712266153477,0.700601947905,2.59088322003e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.177,0.155,0.101,0.0,0.0,0.0,0.177,0.155,0.101,0.186,0.164,0.107,0.0,0.0,0.0,0.186,0.164,0.107,16335.0,0.01,0.001,0.0,4.13661236874e-18,8.92693705354e-12,5.07534976107e-11,6.92526117197e-32,0.0,0.78013,0.0,1.48150208963e-31,0.0,1.01054958839,0.0,5.960317365,0.0,6.03167524718,3.152e-24,0.0,0.0100479268724,2.716e-27,0.0,2.716e-27,8.36223754439e-07,5.94388045615e-07,1.25081502615e-06,5.09914258418e-07,4.02373706533e-07,8.72178689437e-07,1.55770753365e-07,2.59088322003e-06,2.5484544252e-06,0.963381839819,0.948284893958
1939,46623.0,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,450.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_elel,4.902,3.617,1.659,5.405,4.086,1.911,0.0,0.829652003757,0.349951652437,0.407410890016,0.109065411801,0.106454197957,0.0289946798919,-0.481254807716,0.381898443719,0.415796982001,0.295387040892,0.601303636364,0.0314470508951,0.279717275548,-0.392725271141,-0.488450117723,0.320370886774,0.652161918209,46623.0,46623.0,0.516230890207,0.374006213505,0.770470648536,0.295664996067,0.849269386798,0.437405668401,0.46241764487,0.101420990304,0.880842610481,2.65184954524e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.183,0.157,0.106,0.0,0.0,0.0,0.183,0.157,0.106,0.192,0.167,0.114,0.0,0.0,0.0,0.192,0.167,0.114,46623.0,0.01,0.001,0.0,1.09347243993e-11,1.4088697269e-11,5.23191427667e-11,1.35812436967e-31,0.0,0.82911,0.0,7.45760381406e-31,0.0,4.0477962597,0.0,3.59630478294,0.0,1.08111312065,1.12e-23,0.0,0.0100479268724,9.846e-27,0.0,9.846e-27,1.14670514418e-06,8.30781065447e-07,1.71144864222e-06,9.23215999015e-07,2.65184954524e-06,1.36580223056e-06,1.09660556153e-06,2.40515956209e-07,2.08888418555e-06,0.971058243422,0.958179070626
1940,59788.0,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,450.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_elel,4.501,3.896,1.305,4.902,4.195,1.475,0.0,0.830030515276,0.532819267749,0.0877765156865,0.0785602634511,0.115223868738,-0.00501452670981,-0.436552415191,0.466988063704,0.0802378209705,0.465252253412,0.606977120205,-0.00412442366001,0.347029071049,-0.686796659053,-0.110423280003,0.382667699843,0.499235708678,59788.0,59788.0,0.51518154254,0.37936924491,0.768548602395,0.151981087981,0.775813204635,0.612385189574,0.2304640256,0.484279971572,0.844013768868,2.77499068589e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.175,0.163,0.094,0.0,0.0,0.0,0.175,0.163,0.094,0.183,0.169,0.1,0.0,0.0,0.0,0.183,0.169,0.1,59788.0,0.01,0.001,0.0,6.72164699029e-16,9.01037859315e-12,5.02459566625e-11,8.8788427816e-32,0.0,0.75865,0.0,9.29376305553e-33,0.0,4.66054806393,0.0,0.0750112564379,0.0,1.60792774002,2.266e-24,0.0,0.0100479268724,1.995e-27,0.0,1.995e-27,7.67466209283e-07,5.65146559548e-07,1.14490724885e-06,5.43618104278e-07,2.77499068589e-06,2.1904282978e-06,3.80750230674e-08,8.00080231208e-08,1.39439739609e-07,0.963240408568,0.949678843888
1941,100891.0,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,450.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_elel,4.426,3.889,1.822,4.834,4.338,1.985,0.0,0.818162012585,0.365648249259,0.413458373088,0.152156325911,0.0530368285731,-0.00164113924943,-0.453618799788,0.295577177095,0.335896438505,0.73169151534,0.242203493987,-0.0013125973421,0.353322076003,-0.466826969963,-0.526529986452,0.585213191758,0.193716445797,100891.0,100891.0,0.515300827574,0.386013764783,0.765152553743,0.57820769673,0.589996131176,0.563542744289,0.151037874004,0.762621592088,0.628964122902,2.96389123114e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.173,0.163,0.111,0.0,0.0,0.0,0.173,0.163,0.111,0.181,0.172,0.116,0.0,0.0,0.0,0.181,0.172,0.116,100891.0,0.01,0.001,0.0,3.79671017992e-15,8.74810646032e-12,5.07814877923e-11,1.44483885844e-32,0.0,0.74552,0.0,1.88881667416e-33,0.0,2.5277963208,0.0,3.11555838535,0.0,3.22115648341,2.301e-25,0.0,0.0100479268724,2.155e-28,0.0,2.155e-28,4.33317194199e-07,3.24599520372e-07,6.43417863858e-07,7.25588860724e-07,7.4038208601e-07,7.07185912797e-07,5.87001253277e-07,2.96389123114e-06,2.44443806458e-06,0.967835310942,0.954249578706
1942,83033.0,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,450.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_elel,4.399,3.814,1.53,4.848,4.202,1.754,0.0,0.829025755614,0.51431316661,0.160208799999,-0.143919711221,-0.042644112191,-0.083426454424,-0.27494271635,0.503485998961,0.213614502004,0.230537699207,0.751777621413,-0.0635823947113,0.475520877606,-0.622864608679,-0.150749725351,0.175701329848,0.572957604273,83033.0,83033.0,0.515168779586,0.392756618334,0.761802708905,0.0745906495299,0.81639575901,0.572655393472,0.197864428833,0.876108331518,0.439640602364,2.57527939049e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.173,0.161,0.102,0.0,0.0,0.0,0.173,0.161,0.102,0.182,0.169,0.109,0.0,0.0,0.0,0.182,0.169,0.109,83033.0,0.01,0.001,0.0,3.7935253682e-13,8.68732053007e-12,4.99834710989e-11,1.19281744056e-31,0.0,0.74075,0.0,2.34165991364e-31,0.0,1.55006357628,0.0,5.96113803149,0.0,1.97280619927,4.386e-24,0.0,0.0100479268724,4.009e-27,0.0,4.009e-27,9.05095888967e-07,6.90030946566e-07,1.33840505744e-06,2.35292455084e-07,2.57527939049e-06,1.80641265757e-06,2.94164228503e-07,1.30250663521e-06,6.53611866348e-07,0.962865535457,0.948063894728
1943,10563.0,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,450.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_elel,4.664,3.903,1.829,5.079,4.331,2.06,0.0,0.80049686013,0.29903890053,0.499911948953,-0.0402843864746,-0.135076735202,0.0811841642531,-0.355329533589,0.332850324024,0.441351672373,0.74823587989,0.0413821842013,0.0700889433512,0.470576636666,-0.261005390831,-0.535685848527,0.645976499006,0.0357265926295,10563.0,10563.0,0.517106882601,0.399598668633,0.756915699397,0.215205653079,0.699706624042,0.68124677405,0.0351069688528,0.81283836112,0.581430390872,2.72234009613e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.178,0.163,0.112,0.0,0.0,0.0,0.178,0.163,0.112,0.186,0.172,0.118,0.0,0.0,0.0,0.186,0.172,0.118,10563.0,0.01,0.001,0.0,1.55539774537e-16,8.89036380607e-12,5.04014648874e-11,1.29290211289e-31,0.0,0.78729,0.0,2.73697208919e-31,0.0,1.87542775233,0.0,2.77970340534,0.0,2.69283921592,4.783e-24,0.0,0.0100479268724,4.52e-27,0.0,4.52e-27,9.28579135835e-07,7.17567293891e-07,1.35920860792e-06,3.16305674424e-07,1.02841710917e-06,1.00128512998e-06,1.17579476478e-07,2.72234009613e-06,1.94731368731e-06,0.972061641945,0.959740891667
1945,32072.0,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,450.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_elel,4.331,4.249,1.775,4.8,4.657,1.985,0.0,0.829446228846,0.474842024473,0.250703358479,0.153458423487,0.0119307818513,0.0776614230894,-0.429719355069,0.513118110372,0.21405905613,0.336862158034,0.621870075678,0.0757683183602,0.339982491649,-0.536496558433,-0.338722372938,0.328650676463,0.606711131451,32072.0,32072.0,0.514922768928,0.411181391986,0.752186416339,0.123744131355,0.678503372804,0.724099829477,0.534887732906,0.779908320647,0.325020191021,2.51550108513e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.172,0.17,0.11,0.0,0.0,0.0,0.172,0.17,0.11,0.181,0.178,0.116,0.0,0.0,0.0,0.181,0.178,0.116,32072.0,0.01,0.001,0.0,1.68567526795e-14,8.72106092032e-12,4.88886052347e-11,6.80577400938e-33,0.0,0.72883,0.0,5.51153209966e-32,0.0,0.49475665558,0.0,3.08688142792,0.0,1.37696306648,1.198e-25,0.0,0.0100479268724,1.068e-28,0.0,1.068e-28,3.67826051609e-07,2.93720217936e-07,5.37311178087e-07,4.29883400092e-07,2.35710036251e-06,2.51550108513e-06,8.47852270801e-07,1.23623519479e-06,5.15190553195e-07,0.970457717107,0.958368623383
1947,105676.0,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,450.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_elmu,3.971,4.481,1.945,4.324,4.97,2.223,0.0,0.79538335674,0.546732163974,0.214967150344,0.098187531578,0.11223898437,-0.0537771061133,-0.50793740089,0.515519069501,0.24537468825,0.6400985686,0.0584191189514,-0.0628678333853,0.320188336735,-0.548966944971,-0.165950925957,0.748303749854,0.0682945532437,105676.0,105676.0,0.5121225889,0.424321108867,0.74678112624,0.361540837284,0.829354781979,0.42597989223,0.526005699936,0.224854149905,0.820218638477,2.57457026751e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.164,0.175,0.115,0.0,0.0,0.0,0.164,0.175,0.115,0.171,0.184,0.123,0.0,0.0,0.0,0.171,0.184,0.123,105676.0,0.01,0.001,0.0,1.65039667101e-11,1.8742603184e-11,5.11076364541e-11,2.90443592537e-31,0.0,0.58248,0.0,8.62346057154e-31,0.0,2.62018242487,0.0,2.6507341034,0.0,1.04829529179,1.617e-23,0.0,0.0100479268724,1.524e-26,0.0,1.524e-26,1.24693751053e-06,1.03315479267e-06,1.81829393713e-06,1.12233305985e-06,2.57457026751e-06,1.32237154584e-06,1.41317768196e-06,6.04097762403e-07,2.20361618584e-06,0.969603519276,0.957814763958
1975,141263.0,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,450.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_elel,4.814,3.434,1.231,5.235,3.828,1.435,0.0,0.833480287763,0.33846921656,0.412957021696,-0.141329018305,-0.0155501179501,-0.03700754355,-0.309835511336,0.393247160381,0.517189540907,0.584806588083,0.372163004339,-0.0377236693523,0.454444641641,-0.361347237352,-0.402746708689,0.59612306702,0.379364658501,141263.0,141263.0,0.519643757173,0.355258438599,0.777021111319,0.108405461225,0.757982658397,0.643203346965,0.311682542968,0.496000828789,0.810454915618,2.52487646564e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.181,0.153,0.091,0.0,0.0,0.0,0.181,0.153,0.091,0.189,0.161,0.099,0.0,0.0,0.0,0.189,0.161,0.099,141263.0,0.01,0.001,0.0,4.14842797835e-14,8.95998276885e-12,4.91871109162e-11,3.04706696834e-32,0.0,0.81357,0.0,1.62073527468e-32,0.0,1.87825456251,0.0,6.10775910655,0.0,5.04062795555,2.354e-24,0.0,0.0100479268724,2.048e-27,0.0,2.048e-27,7.81445292045e-07,5.34241065095e-07,1.16849183864e-06,3.6110377297e-07,2.52487646564e-06,2.14254109297e-06,3.9912968455e-07,6.35161188194e-07,1.03784001418e-06,0.96247508095,0.947648646967
1976,13546.0,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,450.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_elel,4.474,3.692,1.421,4.943,4.168,1.632,0.0,0.81560565836,0.191479528731,0.523944803791,0.0187637229016,-0.152488574693,0.0404177428797,-0.329406536545,0.248698229025,0.599977131356,0.238401775278,0.641247975448,0.0421229911764,0.472091943807,-0.150028316252,-0.494454820697,0.248460086115,0.668302603935,13546.0,13546.0,0.517960450467,0.361535147836,0.775247901404,0.555043861489,0.0601870651035,0.829640783121,0.0996695499898,0.751642832063,0.651996191563,2.76476700712e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.174,0.158,0.098,0.0,0.0,0.0,0.174,0.158,0.098,0.183,0.168,0.105,0.0,0.0,0.0,0.183,0.168,0.105,13546.0,0.01,0.001,0.0,3.27901123221e-14,8.55494643344e-12,4.8107927837e-11,9.03294919193e-33,0.0,0.75387,0.0,5.60839968426e-33,0.0,5.55508000299,0.0,0.113770152099,0.0,2.89358056071,5.112e-25,0.0,0.0100479268724,4.44e-28,0.0,4.44e-28,5.31739330806e-07,3.7115277315e-07,7.95871190414e-07,7.50033041614e-07,8.13310273972e-08,1.12109698564e-06,3.66614396721e-07,2.76476700712e-06,2.39823687835e-06,0.96082786732,0.94602219415
1977,136929.0,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,450.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_elel,4.596,3.699,1.564,5.093,4.127,1.707,0.0,0.787604571906,0.19494886101,0.564256624611,-0.150649736036,-0.0243536140719,-0.0331977808554,-0.395083071688,0.193992663446,0.638545004953,0.519433183897,0.357244404375,-0.0400792449403,0.469978687016,-0.173769768033,-0.409927547342,0.627104862769,0.431296478788,136929.0,136929.0,0.519953606624,0.367105187578,0.771285957484,0.133726866193,0.686711364152,0.7145240567,0.78644700932,0.189377316256,0.587909290299,2.50193978511e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.177,0.159,0.103,0.0,0.0,0.0,0.177,0.159,0.103,0.186,0.168,0.108,0.0,0.0,0.0,0.186,0.168,0.108,136929.0,0.01,0.001,0.0,1.64470426789e-13,8.59521423807e-12,5.08552863661e-11,4.02002749564e-32,0.0,0.77535,0.0,9.97987312017e-32,0.0,1.83339612448,0.0,2.88254870011,0.0,4.63837189448,3.132e-24,0.0,0.0100479268724,2.744e-27,0.0,2.744e-27,8.39862205968e-07,5.92971697347e-07,1.24583023838e-06,4.68250947928e-07,2.40455232647e-06,2.50193978511e-06,4.10839550171e-07,9.8930621518e-08,3.07123538529e-07,0.965433026102,0.951177874502
1978,62926.0,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,450.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_elel,4.637,4.134,1.271,5.045,4.555,1.523,0.0,0.827983853698,0.137035373276,0.525763610475,-0.0197930172769,-0.137276752778,0.0773393460959,-0.302690780401,0.19037276678,0.529183150574,0.708990094415,0.28888296219,0.0634613511179,0.461315848346,-0.116559478143,-0.612316277134,0.58176687019,0.237044971557,62926.0,62926.0,0.519538614437,0.37523306942,0.767645602946,0.0945903702824,0.867653201304,0.488088705172,0.27793882487,0.651697096173,0.705720131829,2.19048488412e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.178,0.168,0.093,0.0,0.0,0.0,0.178,0.168,0.093,0.185,0.176,0.102,0.0,0.0,0.0,0.185,0.176,0.102,62926.0,0.01,0.001,0.0,3.96713856841e-15,8.79345357604e-12,4.98777726943e-11,1.0685273703e-32,0.0,0.78252,0.0,1.12285475737e-32,0.0,2.52955035796,0.0,6.14766313637,0.0,2.42893379792,3.776e-25,0.0,0.0100479268724,3.373e-28,0.0,3.373e-28,4.94487489912e-07,3.57140072891e-07,7.30631250104e-07,2.38803678676e-07,2.19048488412e-06,1.23223302718e-06,8.3340170351e-07,1.95411875393e-06,2.11610724174e-06,0.969039572517,0.957261092851
1979,138470.0,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,450.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_elel,4.562,4.086,1.543,4.997,4.501,1.843,0.0,0.839435191611,0.522604048028,0.00318305027541,-0.0579746060437,0.137340384867,-0.0895676754145,-0.34516482323,0.597207644429,0.0594013255548,0.703572339372,0.132813220554,-0.0853146034744,0.401134458561,-0.603527192637,0.0494400331837,0.670163592739,0.126506657622,138470.0,138470.0,0.520604365654,0.380472407183,0.764337518269,0.141870694204,0.770687841752,0.621218928157,0.26956118757,0.43595220811,0.858651523262,2.63388524015e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.176,0.167,0.102,0.0,0.0,0.0,0.176,0.167,0.102,0.184,0.175,0.112,0.0,0.0,0.0,0.184,0.175,0.112,138470.0,0.01,0.001,0.0,2.07385956066e-14,8.67375212761e-12,5.14201939216e-11,3.93181705738e-32,0.0,0.76939,0.0,1.0426352232e-33,0.0,5.1202304235,0.0,0.10883047434,0.0,4.37206307444,1.636e-24,0.0,0.0100479268724,1.53e-27,0.0,1.53e-27,7.14909216123e-07,5.22475892099e-07,1.04961074491e-06,4.84854057932e-07,2.63388524015e-06,2.12306368043e-06,3.8132923256e-07,6.16710893915e-07,1.21467385328e-06,0.969838449761,0.957586344569
1980,96277.0,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,450.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_elel,4.236,4.093,1.747,4.732,4.433,1.965,0.0,0.803521720999,0.409161489376,0.4060204147,-0.0150018099296,-0.14785833774,0.0368681451353,-0.32755182561,0.460262812873,0.41946930512,0.365196212735,0.60842905319,0.0357834001346,0.494391478052,-0.357039393221,-0.390462309697,0.354451306405,0.590527681388,96277.0,96277.0,0.517921309067,0.38804295583,0.762351744305,0.342336177959,0.889054344196,0.303954460942,0.782933176271,0.246100374868,0.571358247499,9.62891726752e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.17,0.167,0.109,0.0,0.0,0.0,0.17,0.167,0.109,0.179,0.174,0.116,0.0,0.0,0.0,0.179,0.174,0.116,96277.0,0.01,0.001,0.0,4.57397097647e-10,4.57478763935e-10,4.60269984672e-10,1.02495401355e-28,0.0,0.71214,0.0,2.35414636719e-28,0.0,1.20079273656,0.0,2.11693937468,0.0,2.23267991128,5.631e-21,0.0,0.0100479268724,5.333e-24,0.0,5.333e-24,5.44748443754e-06,4.08142690014e-06,8.01839814336e-06,3.70767744038e-06,9.62891726752e-06,3.29198364151e-06,9.16518761033e-06,2.88090500569e-06,6.68844505476e-06,0.966218356271,0.952999445618
1981,124313.0,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,450.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_elel,4.419,3.787,1.605,4.834,4.256,1.836,0.0,0.813253094901,0.322137978833,0.45943976927,0.153965761389,-0.00749459536588,0.054404730328,-0.491392358906,0.36209347781,0.451039319481,0.511472833978,0.399275669981,0.0624758549003,0.300482688543,-0.303730871589,-0.508273178773,0.587351547713,0.458509557396,124313.0,124313.0,0.519826518891,0.391667813323,0.759194780188,0.519205181043,0.385891531069,0.762570459845,0.170021898084,0.675388380418,0.717595352387,2.79641586082e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.173,0.16,0.104,0.0,0.0,0.0,0.173,0.16,0.104,0.181,0.17,0.112,0.0,0.0,0.0,0.181,0.17,0.112,124313.0,0.01,0.001,0.0,3.94896078128e-18,8.9176170214e-12,5.12856042125e-11,3.30673799363e-32,0.0,0.74433,0.0,2.1948951853e-32,0.0,2.20757115649,0.0,3.04929644096,0.0,6.2132772843,1.01e-24,0.0,0.0100479268724,9.214e-28,0.0,9.214e-28,6.32599518097e-07,4.76637610738e-07,9.23897174607e-07,4.79597687131e-07,3.56453850118e-07,7.04397880009e-07,6.62562725506e-07,2.63193842175e-06,2.79641586082e-06,0.963641231457,0.949013776233
2016,10656.0,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,450.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_elel,4.515,3.631,1.088,5.099,4.018,1.299,0.0,0.784897966369,0.449083672772,0.399622537789,-0.120465888914,0.0897152948948,-0.0728491430921,-0.420973150038,0.423003348341,0.451101000358,0.573340071374,0.326085612412,-0.0813410463284,0.441354082194,-0.416667689906,-0.287384364739,0.640173368252,0.36409686896,10656.0,10656.0,0.524302743362,0.332356377532,0.783993540545,0.607834494408,0.792759890517,0.0454860791307,0.542788370339,0.534183651647,0.648096143591,3.53173690292e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.175,0.157,0.086,0.0,0.0,0.0,0.175,0.157,0.086,0.186,0.165,0.094,0.0,0.0,0.0,0.186,0.165,0.094,10656.0,0.01,0.001,0.0,7.35888349493e-11,7.40948072209e-11,8.94389694327e-11,1.64818931321e-30,0.0,0.76103,0.0,5.93778862213e-30,0.0,5.77195808141,0.0,3.66180933443,0.0,2.56790409161,1.606e-22,0.0,0.0100479268724,1.405e-25,0.0,1.405e-25,2.26613204043e-06,1.43650485431e-06,3.38856300909e-06,2.70789622488e-06,3.53173690292e-06,2.02640000026e-07,2.69019484922e-06,2.64754771237e-06,3.21212649821e-06,0.956583213862,0.941433764024
